t,t_cmd,A_scale,foot_z,foot_vz,body_z,body_vz,Fn_gpu,Fs_spring,rest_len,Lr_dot,contact,Wact_cum_J,Impulse_cum_Ns
0.000000,0.000000,1.000000,-13.500000,0.000000,0.200000,0.000000,655.764211,-949000.000000,12.761521,0.000000,1,0.000000,0.000000
0.002025,0.002025,1.000000,-13.520774,-19.795817,0.204213,3.952660,0.000000,-807919.976852,12.761521,0.000000,0,0.000000,0.000000
0.004025,0.004025,1.000000,-13.577641,-36.338155,0.215231,6.853440,0.000000,-650014.417944,12.761521,0.000000,0,0.000000,0.000000
0.006025,0.006025,1.000000,-13.664318,-49.615336,0.230958,8.665834,0.000000,-483017.154789,12.761521,0.000000,0,0.000000,0.000000
0.008025,0.008025,1.000000,-13.774150,-59.533686,0.249178,9.358617,0.000000,-315483.854761,12.761521,0.000000,0,0.000000,0.000000
0.010025,0.010025,1.000000,-13.900462,-66.160440,0.267664,8.954202,0.000000,-154922.393662,12.761521,0.000000,0,0.000000,0.000000
0.012025,0.012025,1.000000,-14.036858,-69.700606,0.284285,7.520924,0.000000,-7590.640893,12.761521,0.000000,0,0.000000,0.000000
0.014025,0.014025,1.000000,-14.177470,-70.470598,0.297084,5.164255,0.000000,121624.910789,12.761521,0.000000,0,0.000000,0.000000
0.016025,0.016025,1.000000,-14.317149,-68.870234,0.304346,2.017466,0.000000,229254.406258,12.761521,0.000000,0,0.000000,0.000000
0.018025,0.018025,1.000000,-14.451609,-65.354528,0.304641,-1.767769,0.000000,313221.302258,12.761521,0.000000,0,0.000000,0.000000
0.020025,0.020025,1.000000,-14.577506,-60.406574,0.296856,-6.030420,0.000000,372760.081356,12.761521,0.000000,0,0.000000,0.000000
0.022025,0.022025,1.000000,-14.692469,-54.512566,0.280199,-10.608423,0.000000,408286.045026,12.761521,0.000000,0,0.000000,0.000000
0.024025,0.024025,1.000000,-14.795085,-48.139822,0.254199,-15.346004,0.000000,421228.970891,12.761521,0.000000,0,0.000000,0.000000
0.026025,0.026025,1.000000,-14.884837,-41.718390,0.218686,-20.099814,0.000000,413842.547999,12.761521,0.000000,0,0.000000,0.000000
