t,t_cmd,A_scale,foot_z,foot_vz,body_z,body_vz,Fn_gpu,Fs_spring,rest_len,Lr_dot,contact,Wact_cum_J,Impulse_cum_Ns
0.000000,0.000000,1.000000,-13.500000,0.000000,0.200000,0.000000,1665.533547,-949000.000000,12.761521,0.000000,1,0.000000,0.000000
0.002025,0.002025,1.000000,-13.520773,-19.795593,0.204213,3.952670,0.000000,-807921.474998,12.761521,0.000000,0,0.000000,0.000000
0.004025,0.004025,1.000000,-13.577641,-36.337963,0.215231,6.853460,0.000000,-650016.052853,12.761521,0.000000,0,0.000000,0.000000
0.006025,0.006025,1.000000,-13.664317,-49.615177,0.230958,8.665865,0.000000,-483018.836719,12.761521,0.000000,0,0.000000,0.000000
0.008025,0.008025,1.000000,-13.774148,-59.533560,0.249178,9.358659,0.000000,-315485.503124,12.761521,0.000000,0,0.000000,0.000000
0.010025,0.010025,1.000000,-13.900460,-66.160346,0.267664,8.954255,0.000000,-154923.939452,12.761521,0.000000,0,0.000000,0.000000
0.012025,0.012025,1.000000,-14.036856,-69.700542,0.284285,7.520986,0.000000,-7592.028302,12.761521,0.000000,0,0.000000,0.000000
0.014025,0.014025,1.000000,-14.177467,-70.470559,0.297084,5.164326,0.000000,121623.723542,12.761521,0.000000,0,0.000000,0.000000
0.016025,0.016025,1.000000,-14.317147,-68.870216,0.304346,2.017545,0.000000,229253.446833,12.761521,0.000000,0,0.000000,0.000000
0.018025,0.018025,1.000000,-14.451607,-65.354528,0.304642,-1.767685,0.000000,313220.584731,12.761521,0.000000,0,0.000000,0.000000
0.020025,0.020025,1.000000,-14.577504,-60.406585,0.296857,-6.030332,0.000000,372759.607297,12.761521,0.000000,0,0.000000,0.000000
0.022025,0.022025,1.000000,-14.692467,-54.512584,0.280200,-10.608332,0.000000,408285.804997,12.761521,0.000000,0,0.000000,0.000000
0.024025,0.024025,1.000000,-14.795083,-48.139843,0.254201,-15.345913,0.000000,421228.946238,12.761521,0.000000,0,0.000000,0.000000
0.026025,0.026025,1.000000,-14.884835,-41.718410,0.218687,-20.099724,0.000000,413842.712842,12.761521,0.000000,0,0.000000,0.000000
0.028025,0.028025,1.000000,-14.962021,-35.626632,0.173758,-24.743650,0.000000,389001.410887,12.761521,0.000000,0,0.000000,0.000000
0.030025,0.030025,1.000000,-15.027630,-30.180827,0.119743,-29.172251,0.000000,349994.579470,12.761521,0.000000,0,0.000000,0.000000
0.032025,0.032025,1.000000,-15.083217,-25.629005,0.057161,-33.302859,0.000000,300328.882819,12.761521,0.000000,0,0.000000,0.000000
0.034025,0.034025,1.000000,-15.130761,-22.148406,-0.013328,-37.076391,0.000000,243545.172164,12.761521,0.000000,0,0.000000,0.000000
0.036025,0.036025,1.000000,-15.172526,-19.851953,-0.090971,-40.457030,-21192.116411,183084.335770,12.761521,0.000000,1,0.000000,0.000000
0.038025,0.038025,1.000000,-15.210746,-18.545899,-0.174963,-43.427776,24918.769498,120780.322759,12.761521,0.000000,1,0.000000,0.000282
0.040025,0.040025,1.000000,-15.247146,-18.010979,-0.264473,-45.980033,42914.846583,57864.349003,12.761521,0.000000,1,0.000000,0.001005
0.042025,0.042025,1.000000,-15.283507,-18.516941,-0.358667,-48.121326,51677.541366,-2015.117269,12.761521,0.000000,1,0.000000,0.001917
