t,t_cmd,A_scale,foot_z,foot_vz,body_z,body_vz,Fn_gpu,Fs_spring,rest_len,Lr_dot,contact,Wact_cum_J,Impulse_cum_Ns
0.000000,0.000000,1.325000,-13.500000,0.000000,0.200000,0.000000,847.193701,-949000.000000,12.761521,0.000000,1,0.000000,0.000000
0.002025,0.002025,1.325000,-13.520774,-19.795775,0.204213,3.952662,0.000000,-807920.260867,12.761521,0.000000,0,0.000000,0.000000
0.004025,0.004025,1.325000,-13.577641,-36.338119,0.215231,6.853444,0.000000,-650014.727886,12.761521,0.000000,0,0.000000,0.000000
0.006025,0.006025,1.325000,-13.664318,-49.615306,0.230958,8.665839,0.000000,-483017.473645,12.761521,0.000000,0,0.000000,0.000000
0.008025,0.008025,1.325000,-13.774149,-59.533662,0.249178,9.358625,0.000000,-315484.167254,12.761521,0.000000,0,0.000000,0.000000
0.010025,0.010025,1.325000,-13.900462,-66.160423,0.267664,8.954212,0.000000,-154922.686709,12.761521,0.000000,0,0.000000,0.000000
0.012025,0.012025,1.325000,-14.036858,-69.700594,0.284285,7.520936,0.000000,-7590.903915,12.761521,0.000000,0,0.000000,0.000000
0.014025,0.014025,1.325000,-14.177469,-70.470591,0.297084,5.164268,0.000000,121624.685713,12.761521,0.000000,0,0.000000,0.000000
0.016025,0.016025,1.325000,-14.317148,-68.870230,0.304346,2.017481,0.000000,229254.224373,12.761521,0.000000,0,0.000000,0.000000
0.018025,0.018025,1.325000,-14.451608,-65.354528,0.304641,-1.767753,0.000000,313221.166231,12.761521,0.000000,0,0.000000,0.000000
0.020025,0.020025,1.325000,-14.577506,-60.406576,0.296856,-6.030403,0.000000,372759.991485,12.761521,0.000000,0,0.000000,0.000000
0.022025,0.022025,1.325000,-14.692469,-54.512570,0.280199,-10.608406,0.000000,408285.999522,12.761521,0.000000,0,0.000000,0.000000
0.024025,0.024025,1.325000,-14.795084,-48.139826,0.254200,-15.345987,0.000000,421228.966217,12.761521,0.000000,0,0.000000,0.000000
0.026025,0.026025,1.325000,-14.884837,-41.718394,0.218686,-20.099797,0.000000,413842.579250,12.761521,0.000000,0,0.000000,0.000000
0.028025,0.028025,1.325000,-14.962023,-35.626620,0.173757,-24.743722,0.000000,389001.148890,12.761521,0.000000,0,0.000000,0.000000
0.030025,0.030025,1.325000,-15.027631,-30.180821,0.119742,-29.172321,0.000000,349994.216789,12.761521,0.000000,0,0.000000,0.000000
0.032025,0.032025,1.325000,-15.083218,-25.629007,0.057160,-33.302926,0.000000,300328.448172,12.761521,0.000000,0,0.000000,0.000000
0.034025,0.034025,1.325000,-15.130763,-22.148418,-0.013330,-37.076456,0.000000,243544.693869,12.761521,0.000000,0,0.000000,0.000000
