t,t_cmd,A_scale,foot_z,foot_vz,body_z,body_vz,Fn_gpu,Fs_spring,rest_len,Lr_dot,contact,Wact_cum_J,Impulse_cum_Ns
0.000000,0.000000,1.000000,-13.500000,0.000000,0.200000,0.000000,0.000000,-949000.000000,12.761521,0.000000,0,0.000000,0.000000
0.002025,0.002025,1.000000,-13.520774,-19.795963,0.204213,3.952654,0.000000,-807919.003927,12.761521,0.000000,0,0.000000,0.000000
0.004025,0.004025,1.000000,-13.577642,-36.338281,0.215231,6.853427,0.000000,-650013.356202,12.761521,0.000000,0,0.000000,0.000000
0.006025,0.006025,1.000000,-13.664319,-49.615440,0.230958,8.665813,0.000000,-483016.062510,12.761521,0.000000,0,0.000000,0.000000
0.008025,0.008025,1.000000,-13.774151,-59.533768,0.249177,9.358589,0.000000,-315482.784282,12.761521,0.000000,0,0.000000,0.000000
0.010025,0.010025,1.000000,-13.900463,-66.160502,0.267664,8.954168,0.000000,-154921.389796,12.761521,0.000000,0,0.000000,0.000000
0.012025,0.012025,1.000000,-14.036859,-69.700648,0.284284,7.520883,0.000000,-7589.739882,12.761521,0.000000,0,0.000000,0.000000
0.014025,0.014025,1.000000,-14.177471,-70.470623,0.297083,5.164208,0.000000,121625.681810,12.761521,0.000000,0,0.000000,0.000000
0.016025,0.016025,1.000000,-14.317150,-68.870245,0.304345,2.017416,0.000000,229255.029328,12.761521,0.000000,0,0.000000,0.000000
0.018025,0.018025,1.000000,-14.451610,-65.354529,0.304641,-1.767823,0.000000,313221.768234,12.761521,0.000000,0,0.000000,0.000000
0.020025,0.020025,1.000000,-14.577507,-60.406566,0.296855,-6.030477,0.000000,372760.389218,12.761521,0.000000,0,0.000000,0.000000
0.022025,0.022025,1.000000,-14.692471,-54.512554,0.280198,-10.608481,0.000000,408286.200906,12.761521,0.000000,0,0.000000,0.000000
0.024025,0.024025,1.000000,-14.795086,-48.139809,0.254199,-15.346063,0.000000,421228.986901,12.761521,0.000000,0,0.000000,0.000000
0.026025,0.026025,1.000000,-14.884839,-41.718378,0.218685,-20.099873,0.000000,413842.440946,12.761521,0.000000,0,0.000000,0.000000
0.028025,0.028025,1.000000,-14.962024,-35.626608,0.173755,-24.743796,0.000000,389000.877656,12.761521,0.000000,0,0.000000,0.000000
0.030025,0.030025,1.000000,-15.027633,-30.180816,0.119740,-29.172394,0.000000,349993.841320,12.761521,0.000000,0,0.000000,0.000000
0.032025,0.032025,1.000000,-15.083220,-25.629010,0.057158,-33.302996,0.000000,300327.998200,12.761521,0.000000,0,0.000000,0.000000
0.034025,0.034025,1.000000,-15.130764,-22.148430,-0.013332,-37.076522,0.000000,243544.198709,12.761521,0.000000,0,0.000000,0.000000
0.036025,0.036025,1.000000,-15.172529,-19.851996,-0.090975,-40.457154,-21188.217953,183083.323587,12.761521,0.000000,1,0.000000,0.000000
0.038025,0.038025,1.000000,-15.210749,-18.545922,-0.174967,-43.427893,24923.776812,120779.102970,12.761521,0.000000,1,0.000000,0.000282
0.040025,0.040025,1.000000,-15.247149,-18.010997,-0.264477,-45.980142,42915.828837,57862.980597,12.761521,0.000000,1,0.000000,0.001004
0.042025,0.042025,1.000000,-15.283510,-18.516966,-0.358672,-48.121425,51678.632759,-2016.546857,12.761521,0.000000,1,0.000000,0.001917
0.044025,0.044025,1.000000,-15.321810,-19.882454,-0.456756,-49.878481,79400.895666,-57421.688393,12.761521,0.000000,1,0.000000,0.003127
0.046025,0.046025,1.000000,-15.363124,-21.349010,-0.557986,-51.275910,153614.423542,-110641.350451,12.761521,0.000000,1,0.000000,0.005327
0.048025,0.048025,1.000000,-15.407542,-22.753064,-0.661660,-52.329034,238137.290691,-161861.542136,12.761521,0.000000,1,0.000000,0.008624
0.050025,0.050025,1.000000,-15.453339,-22.501449,-0.767086,-53.023071,470924.412585,-219897.499333,12.761521,0.000000,1,0.000000,0.014692
0.052025,0.052025,1.000000,-15.495802,-19.481506,-0.873473,-53.279403,577230.449103,-293427.189672,12.761521,0.000000,1,0.000000,0.024810
0.054025,0.054025,1.000000,-15.531513,-16.385534,-0.979856,-53.021444,611457.252228,-370797.665847,12.761521,0.000000,1,0.000000,0.036528
0.056025,0.056025,1.000000,-15.563027,-15.042897,-1.085222,-52.277527,680833.636169,-439815.723527,12.761521,0.000000,1,0.000000,0.047960
