t,t_cmd,A_scale,foot_z,foot_vz,body_z,body_vz,Fn_gpu,Fs_spring,rest_len,Lr_dot,contact,Wact_cum_J,Impulse_cum_Ns
0.000000,0.000000,1.490625,-13.500000,0.000000,0.200000,0.000000,193.507964,-949000.000000,12.761521,0.000000,1,0.000000,0.000000
0.002025,0.002025,1.490625,-13.520774,-19.795920,0.204213,3.952656,0.000000,-807919.291025,12.761521,0.000000,0,0.000000,0.000000
0.004025,0.004025,1.490625,-13.577642,-36.338244,0.215231,6.853431,0.000000,-650013.669509,12.761521,0.000000,0,0.000000,0.000000
0.006025,0.006025,1.490625,-13.664319,-49.615409,0.230958,8.665819,0.000000,-483016.384828,12.761521,0.000000,0,0.000000,0.000000
0.008025,0.008025,1.490625,-13.774150,-59.533743,0.249177,9.358598,0.000000,-315483.100168,12.761521,0.000000,0,0.000000,0.000000
0.010025,0.010025,1.490625,-13.900463,-66.160484,0.267664,8.954178,0.000000,-154921.686025,12.761521,0.000000,0,0.000000,0.000000
0.012025,0.012025,1.490625,-14.036859,-69.700636,0.284284,7.520895,0.000000,-7590.005759,12.761521,0.000000,0,0.000000,0.000000
0.014025,0.014025,1.490625,-14.177470,-70.470616,0.297084,5.164222,0.000000,121625.454291,12.761521,0.000000,0,0.000000,0.000000
0.016025,0.016025,1.490625,-14.317150,-68.870242,0.304345,2.017431,0.000000,229254.845468,12.761521,0.000000,0,0.000000,0.000000
0.018025,0.018025,1.490625,-14.451610,-65.354528,0.304641,-1.767807,0.000000,313221.630730,12.761521,0.000000,0,0.000000,0.000000
0.020025,0.020025,1.490625,-14.577507,-60.406569,0.296855,-6.030460,0.000000,372760.298372,12.761521,0.000000,0,0.000000,0.000000
0.022025,0.022025,1.490625,-14.692470,-54.512558,0.280198,-10.608464,0.000000,408286.154908,12.761521,0.000000,0,0.000000,0.000000
0.024025,0.024025,1.490625,-14.795086,-48.139813,0.254199,-15.346045,0.000000,421228.982176,12.761521,0.000000,0,0.000000,0.000000
0.026025,0.026025,1.490625,-14.884838,-41.718382,0.218685,-20.099856,0.000000,413842.472536,12.761521,0.000000,0,0.000000,0.000000
0.028025,0.028025,1.490625,-14.962024,-35.626611,0.173756,-24.743779,0.000000,389000.939609,12.761521,0.000000,0,0.000000,0.000000
0.030025,0.030025,1.490625,-15.027633,-30.180817,0.119741,-29.172377,0.000000,349993.927081,12.761521,0.000000,0,0.000000,0.000000
0.032025,0.032025,1.490625,-15.083220,-25.629009,0.057158,-33.302980,0.000000,300328.100978,12.761521,0.000000,0,0.000000,0.000000
0.034025,0.034025,1.490625,-15.130764,-22.148427,-0.013332,-37.076507,0.000000,243544.311809,12.761521,0.000000,0,0.000000,0.000000
0.036025,0.036025,1.490625,-15.172529,-19.851991,-0.090975,-40.457140,-21188.656693,183083.441203,12.761521,0.000000,1,0.000000,0.000000
0.038025,0.038025,1.490625,-15.210748,-18.545919,-0.174967,-43.427879,24923.222384,120779.242440,12.761521,0.000000,1,0.000000,0.000282
0.040025,0.040025,1.490625,-15.247149,-18.010994,-0.264476,-45.980129,42915.235119,57863.134770,12.761521,0.000000,1,0.000000,0.001004
0.042025,0.042025,1.490625,-15.283510,-18.516964,-0.358671,-48.121414,51678.244223,-2016.375938,12.761521,0.000000,1,0.000000,0.001917
0.044025,0.044025,1.490625,-15.321810,-19.882460,-0.456755,-49.878470,79398.835115,-57421.466882,12.761521,0.000000,1,0.000000,0.003127
0.046025,0.046025,1.490625,-15.363123,-21.349012,-0.557985,-51.275901,153616.187234,-110641.129426,12.761521,0.000000,1,0.000000,0.005327
0.048025,0.048025,1.490625,-15.407542,-22.753056,-0.661660,-52.329027,238138.513052,-161861.362233,12.761521,0.000000,1,0.000000,0.008624
0.050025,0.050025,1.490625,-15.453339,-22.501466,-0.767085,-53.023065,470928.009819,-219897.181511,12.761521,0.000000,1,0.000000,0.014692
0.052025,0.052025,1.490625,-15.495801,-19.481577,-0.873472,-53.279399,577211.380274,-293426.574060,12.761521,0.000000,1,0.000000,0.024810
0.054025,0.054025,1.490625,-15.531513,-16.385439,-0.979855,-53.021442,611421.838687,-370797.904626,12.761521,0.000000,1,0.000000,0.036528
0.056025,0.056025,1.490625,-15.563026,-15.043131,-1.085221,-52.277530,680780.061838,-439814.185091,12.761521,0.000000,1,0.000000,0.047960
0.058025,0.058025,1.490625,-15.592416,-14.753488,-1.188638,-51.088110,598870.148230,-501496.005806,12.761521,0.000000,1,0.000000,0.059637
0.060025,0.060025,1.490625,-15.621990,-14.786662,-1.289283,-49.515351,609785.691188,-557003.576663,12.761521,0.000000,1,0.000000,0.072165
0.062025,0.062025,1.490625,-15.651933,-15.315747,-1.386425,-47.594843,584794.942096,-604831.094661,12.761521,0.000000,1,0.000000,0.085231
0.064025,0.064025,1.490625,-15.682275,-15.175427,-1.479407,-45.363702,727276.504378,-650377.776202,12.761521,0.000000,1,0.000000,0.099940
0.066025,0.066025,1.490625,-15.712114,-14.680504,-1.567629,-42.842952,781616.662062,-692442.743035,12.761521,0.000000,1,0.000000,0.115851
0.068025,0.068025,1.490625,-15.740343,-13.416381,-1.650532,-40.047858,909388.787537,-733665.935566,12.761521,0.000000,1,0.000000,0.133372
0.070025,0.070025,1.490625,-15.765241,-11.365539,-1.727567,-36.977569,925443.903974,-775179.977559,12.761521,0.000000,1,0.000000,0.152478
