t,t_cmd,A_scale,foot_z,foot_vz,body_z,body_vz,Fn_gpu,Fs_spring,rest_len,Lr_dot,contact,Wact_cum_J,Impulse_cum_Ns
0.000000,0.000000,1.000000,-13.500000,0.000000,0.200000,0.000000,-356.092346,-949000.000000,12.761521,0.000000,1,0.000000,0.000000
0.002025,0.002025,1.000000,-13.520774,-19.796042,0.204213,3.952651,0.000000,-807918.475610,12.761521,0.000000,0,0.000000,0.000000
0.004025,0.004025,1.000000,-13.577642,-36.338349,0.215231,6.853420,0.000000,-650012.779656,12.761521,0.000000,0,0.000000,0.000000
0.006025,0.006025,1.000000,-13.664319,-49.615496,0.230958,8.665802,0.000000,-483015.469382,12.761521,0.000000,0,0.000000,0.000000
0.008025,0.008025,1.000000,-13.774151,-59.533812,0.249177,9.358575,0.000000,-315482.202992,12.761521,0.000000,0,0.000000,0.000000
0.010025,0.010025,1.000000,-13.900464,-66.160535,0.267663,8.954149,0.000000,-154920.844678,12.761521,0.000000,0,0.000000,0.000000
0.012025,0.012025,1.000000,-14.036860,-69.700671,0.284284,7.520861,0.000000,-7589.250616,12.761521,0.000000,0,0.000000,0.000000
0.014025,0.014025,1.000000,-14.177472,-70.470637,0.297083,5.164183,0.000000,121626.100490,12.761521,0.000000,0,0.000000,0.000000
0.016025,0.016025,1.000000,-14.317151,-68.870251,0.304345,2.017388,0.000000,229255.367666,12.761521,0.000000,0,0.000000,0.000000
0.018025,0.018025,1.000000,-14.451611,-65.354529,0.304640,-1.767853,0.000000,313222.021267,12.761521,0.000000,0,0.000000,0.000000
0.020025,0.020025,1.000000,-14.577508,-60.406562,0.296855,-6.030508,0.000000,372760.556394,12.761521,0.000000,0,0.000000,0.000000
0.022025,0.022025,1.000000,-14.692471,-54.512548,0.280198,-10.608513,0.000000,408286.285552,12.761521,0.000000,0,0.000000,0.000000
0.024025,0.024025,1.000000,-14.795087,-48.139801,0.254198,-15.346095,0.000000,421228.995594,12.761521,0.000000,0,0.000000,0.000000
0.026025,0.026025,1.000000,-14.884839,-41.718371,0.218684,-20.099905,0.000000,413842.382815,12.761521,0.000000,0,0.000000,0.000000
0.028025,0.028025,1.000000,-14.962025,-35.626603,0.173755,-24.743828,0.000000,389000.763651,12.761521,0.000000,0,0.000000,0.000000
0.030025,0.030025,1.000000,-15.027634,-30.180813,0.119740,-29.172424,0.000000,349993.683503,12.761521,0.000000,0,0.000000,0.000000
0.032025,0.032025,1.000000,-15.083221,-25.629011,0.057157,-33.303025,0.000000,300327.809067,12.761521,0.000000,0,0.000000,0.000000
0.034025,0.034025,1.000000,-15.130765,-22.148435,-0.013333,-37.076550,0.000000,243543.990584,12.761521,0.000000,0,0.000000,0.000000
0.036025,0.036025,1.000000,-15.172530,-19.852005,-0.090976,-40.457181,-21187.377580,183083.107171,12.761521,0.000000,1,0.000000,0.000000
0.038025,0.038025,1.000000,-15.210750,-18.545927,-0.174968,-43.427918,24925.149785,120778.841738,12.761521,0.000000,1,0.000000,0.000282
0.040025,0.040025,1.000000,-15.247150,-18.011001,-0.264478,-45.980165,42915.593096,57862.684888,12.761521,0.000000,1,0.000000,0.001004
0.042025,0.042025,1.000000,-15.283511,-18.516971,-0.358673,-48.121446,51679.191553,-2016.854841,12.761521,0.000000,1,0.000000,0.001917
0.044025,0.044025,1.000000,-15.321811,-19.882444,-0.456757,-49.878499,79403.157034,-57422.107395,12.761521,0.000000,1,0.000000,0.003127
0.046025,0.046025,1.000000,-15.363124,-21.348993,-0.557987,-51.275925,153613.742512,-110641.847203,12.761521,0.000000,1,0.000000,0.005327
0.048025,0.048025,1.000000,-15.407543,-22.753030,-0.661661,-52.329045,238131.510670,-161862.186134,12.761521,0.000000,1,0.000000,0.008625
0.050025,0.050025,1.000000,-15.453340,-22.501501,-0.767087,-53.023077,470908.801291,-219897.799940,12.761521,0.000000,1,0.000000,0.014692
0.052025,0.052025,1.000000,-15.495802,-19.481549,-0.873474,-53.279407,577228.388552,-293427.479144,12.761521,0.000000,1,0.000000,0.024810
0.054025,0.054025,1.000000,-15.531514,-16.385546,-0.979857,-53.021445,611451.105499,-370798.083923,12.761521,0.000000,1,0.000000,0.036528
0.056025,0.056025,1.000000,-15.563027,-15.043149,-1.085223,-52.277527,680810.446237,-439814.846477,12.761521,0.000000,1,0.000000,0.047960
0.058025,0.058025,1.000000,-15.592416,-14.752792,-1.188640,-51.088081,598890.125099,-501501.045195,12.761521,0.000000,1,0.000000,0.059638
0.060025,0.060025,1.000000,-15.621989,-14.787523,-1.289285,-49.515284,609800.988161,-557001.790040,12.761521,0.000000,1,0.000000,0.072164
0.062025,0.062025,1.000000,-15.651934,-15.323645,-1.386426,-47.594810,584319.723111,-604791.681327,12.761521,0.000000,1,0.000000,0.085223
0.064025,0.064025,1.000000,-15.682291,-15.187057,-1.479409,-45.363961,736087.072052,-650307.486892,12.761521,0.000000,1,0.000000,0.099930
0.066025,0.066025,1.000000,-15.712133,-14.673663,-1.567632,-42.843327,781766.418732,-692463.624225,12.761521,0.000000,1,0.000000,0.115857
0.068025,0.068025,1.000000,-15.740367,-13.410141,-1.650535,-40.048415,902053.644369,-733681.219520,12.761521,0.000000,1,0.000000,0.133375
0.070025,0.070025,1.000000,-15.765255,-11.340362,-1.727571,-36.978053,926020.369365,-775299.505881,12.761521,0.000000,1,0.000000,0.152502
0.072025,0.072025,1.000000,-15.786407,-10.021643,-1.798194,-33.648177,968466.257196,-809469.649306,12.761521,0.000000,1,0.000000,0.171661
0.074025,0.074025,1.000000,-15.805376,-8.782298,-1.861944,-30.115372,1023396.221466,-838036.839640,12.761521,0.000000,1,0.000000,0.191353
0.076025,0.076025,1.000000,-15.821667,-7.489047,-1.918446,-26.405706,1005453.779830,-861903.729240,12.761521,0.000000,1,0.000000,0.211610
0.078025,0.078025,1.000000,-15.835569,-6.480608,-1.967380,-22.557858,1033750.316610,-879025.450942,12.761521,0.000000,1,0.000000,0.232009
0.080025,0.080025,1.000000,-15.847164,-5.137708,-2.008513,-18.609616,1081813.686100,-892407.411798,12.761523,0.148095,1,0.000000,0.253049
0.082025,0.082025,1.000000,-15.856359,-4.078178,-2.041661,-14.570959,1010671.095462,-909622.932078,12.773489,11.729988,1,0.001080,0.274047
0.084025,0.084025,1.000000,-15.864644,-4.255434,-2.066601,-10.393756,999180.623795,-933675.708787,12.808092,22.785133,1,0.004272,0.294238
0.086025,0.086025,1.000000,-15.872726,-3.956071,-2.082992,-6.011232,1105865.487412,-970918.926189,12.864278,33.313528,1,0.009627,0.315552
0.088025,0.088025,1.000000,-15.880420,-3.726616,-2.090350,-1.353342,1112501.649704,-1017059.580976,12.940995,43.315174,1,0.017257,0.337597
0.090025,0.090025,1.000000,-15.888208,-3.834022,-2.088070,3.626872,1198859.979025,-1068617.796950,13.037188,52.790072,1,0.027289,0.360291
0.092025,0.092025,1.000000,-15.896293,-4.132842,-2.075471,8.966631,1217870.275126,-1124400.608451,13.151804,61.738220,1,0.039862,0.383857
0.094025,0.094025,1.000000,-15.905012,-4.507447,-2.051809,14.688071,1273915.591312,-1182967.254739,13.283790,70.159620,1,0.055097,0.408500
0.096025,0.096025,1.000000,-15.914017,-4.531337,-2.016301,20.812759,1315762.103217,-1245010.951969,13.432091,78.054271,1,0.073115,0.434701
0.098025,0.098025,1.000000,-15.923530,-5.029948,-1.968130,27.343152,1366501.954089,-1304522.682382,13.595655,85.422172,1,0.093983,0.461646
0.100025,0.100025,1.000000,-15.934512,-5.914824,-1.906507,34.254060,1413125.033217,-1359564.767782,13.773429,92.263325,1,0.117680,0.489346
0.102025,0.102025,1.000000,-15.947158,-6.656308,-1.830700,41.519216,1477088.034841,-1411144.430365,13.964358,98.577729,1,0.144146,0.518256
0.104025,0.104025,1.000000,-15.961337,-7.580415,-1.740027,49.108938,1575517.003227,-1456347.814589,14.167389,104.365384,1,0.173280,0.547965
0.106025,0.106025,1.000000,-15.976317,-7.500105,-1.633871,56.995904,1593530.691040,-1500406.274732,14.381468,109.626290,1,0.204955,0.579551
0.108025,0.108025,1.000000,-15.991645,-7.778213,-1.511669,65.144310,1611309.964960,-1535643.439201,14.605542,114.360447,1,0.238990,0.611563
0.110025,0.110025,1.000000,-16.007190,-7.731823,-1.372946,73.505862,1672899.071906,-1564468.984028,14.838559,118.567855,1,0.275129,0.644549
0.112025,0.112025,1.000000,-16.022522,-7.571200,-1.217324,82.032175,1702723.978880,-1585175.208321,15.079463,122.248514,1,0.313088,0.678136
0.114025,0.114025,1.000000,-16.037228,-7.047945,-1.044528,90.670010,1734773.163560,-1598454.906333,15.327201,125.402424,1,0.352539,0.712421
0.116025,0.116025,1.000000,-16.050359,-6.124551,-0.854383,99.373484,1732632.565188,-1604471.604752,15.580721,128.029585,1,0.393163,0.747294
0.118025,0.118025,1.000000,-16.062221,-5.709121,-0.646819,108.073569,1726083.225443,-1597755.282967,15.838969,130.129997,1,0.434531,0.781648
0.120025,0.120025,1.000000,-16.073080,-5.160924,-0.421924,116.694743,1720317.733344,-1580783.930053,16.100890,131.703661,1,0.476179,0.815899
0.122025,0.122025,1.000000,-16.082422,-4.144407,-0.179922,125.172566,1707748.929834,-1555276.207130,16.365432,132.750575,1,0.517675,0.850185
0.124025,0.124025,1.000000,-16.089789,-3.287994,0.078839,133.443183,1650616.061711,-1518189.272064,16.631541,133.270740,1,0.558591,0.883679
0.126025,0.126025,1.000000,-16.095626,-2.510218,0.353861,141.425503,1611926.733335,-1469437.957005,16.898164,133.264157,1,0.598433,0.916234
0.128025,0.128025,1.000000,-16.099849,-1.815062,0.644495,149.046097,1526092.133264,-1409086.383346,17.164247,132.730824,1,0.636751,0.947610
0.130025,0.130025,1.000000,-16.102794,-0.992039,0.949934,156.224177,1486310.922302,-1338069.827118,17.428736,131.670743,1,0.673084,0.977797
0.132025,0.132025,1.000000,-16.103537,0.264769,1.269233,162.902990,1466137.776834,-1258929.788851,17.690578,130.083913,1,0.707093,1.006925
0.134025,0.134025,1.000000,-16.101527,1.696028,1.601336,169.026092,1357731.689400,-1171146.321935,17.948720,127.970333,1,0.738470,1.034539
0.136025,0.136025,1.000000,-16.096546,3.132493,1.945074,174.535632,1219810.825409,-1074460.848351,18.202109,125.330005,1,0.766936,1.060309
0.138025,0.138025,1.000000,-16.088893,4.470353,2.299156,179.368204,1130660.484140,-968617.207320,18.449689,122.162928,1,0.792236,1.083963
0.140025,0.140025,1.000000,-16.078178,6.219925,2.662174,183.475177,1030523.004490,-857074.727575,18.690409,118.469102,1,0.814214,1.105848
0.142025,0.142025,1.000000,-16.064019,7.846349,3.032637,186.814948,886809.826310,-738099.785058,18.923215,114.248527,1,0.832790,1.125298
0.144025,0.144025,1.000000,-16.046874,9.378301,3.408959,189.335548,779997.348217,-612163.994611,19.147052,109.501203,1,0.847900,1.142205
0.146025,0.146025,1.000000,-16.026648,10.855918,3.789460,190.998207,641829.567329,-480304.121069,19.360868,104.227130,1,0.859581,1.156476
0.148025,0.148025,1.000000,-16.003604,12.249255,4.172383,191.762891,511102.681286,-342966.014782,19.563609,98.426308,1,0.867927,1.167971
0.150025,0.150025,1.000000,-15.977619,13.737023,4.555901,191.601032,371294.806419,-201987.336777,19.754222,92.098737,1,0.873123,1.176778
0.152025,0.152025,1.000000,-15.948644,15.226322,4.938138,190.489204,234266.178559,-57800.284661,19.931653,85.244417,1,0.875432,1.182738
0.154025,0.154025,1.000000,-15.916490,16.965875,5.317175,188.412465,123117.462556,87334.550556,20.094849,77.863348,1,0.875194,1.186059
0.156025,0.156025,1.000000,-15.880057,19.507910,5.691086,185.379804,10812.953047,228938.537400,20.242755,69.955531,1,0.872858,1.187315
0.158025,0.158025,1.000000,-15.837623,23.167247,6.057990,181.423753,-80405.423106,363318.390523,20.374320,61.520964,1,0.868957,1.187326
0.160025,0.160025,1.000000,-15.786547,28.253653,6.416098,176.608246,-89402.269846,486228.733048,20.488488,52.559648,1,0.864100,1.187326
0.162025,0.162025,1.000000,-15.723300,35.175669,6.763785,171.031632,-100141.714257,592453.275449,20.584207,43.071584,1,0.858934,1.187326
0.164025,0.164025,1.000000,-15.644491,43.793071,7.099647,164.810190,-116124.309770,679926.634040,20.660423,33.056770,1,0.854083,1.187326
0.166025,0.166025,1.000000,-15.547122,53.634645,7.422519,158.070249,-135884.541732,748859.186031,20.716083,22.515208,1,0.850108,1.187326
0.168025,0.168025,1.000000,-15.429138,64.382254,7.731489,150.933103,-145968.591164,799736.565672,20.750133,11.446896,1,0.847474,1.187326
0.170025,0.170025,1.000000,-15.288912,75.849090,8.025885,143.518238,-128743.186420,832973.715832,20.761521,0.000000,1,0.846549,1.187326
0.172025,0.172025,1.000000,-15.125266,87.698862,8.305279,135.963106,-147777.685266,839428.189946,20.761521,0.000000,1,0.846549,1.187326
0.174025,0.174025,1.000000,-14.938070,99.278673,8.569598,128.478707,-145459.879490,813054.918438,20.761521,0.000000,1,0.846549,1.187326
0.176025,0.176025,1.000000,-14.728300,110.258706,8.819194,121.269718,-100340.627297,757715.303345,20.761521,0.000000,1,0.846549,1.187326
0.178025,0.178025,1.000000,-14.497504,120.194003,9.054806,114.514035,-135683.114122,678565.170313,20.761521,0.000000,1,0.846549,1.187326
0.180025,0.180025,1.000000,-14.248459,128.521181,9.277481,108.345555,-96059.814722,582512.052318,20.761521,0.000000,1,0.846549,1.187326
0.182025,0.182025,1.000000,-13.984278,135.276476,9.488501,102.863914,-85287.969017,473802.076518,20.761521,0.000000,1,0.846549,1.187326
0.184025,0.184025,1.000000,-13.708548,140.097080,9.689309,98.130100,-65350.957478,359048.747307,20.761521,0.000000,1,0.846549,1.187326
0.186025,0.186025,1.000000,-13.425045,143.064857,9.881430,94.169469,-34782.671735,242711.734698,20.761521,0.000000,1,0.846549,1.187326
0.188025,0.188025,1.000000,-13.137566,144.099356,10.066409,90.974987,-23178.444109,129931.992499,20.761521,0.000000,1,0.846549,1.187326
0.190025,0.190025,1.000000,-12.849843,143.310478,10.245746,88.509773,-13383.155608,24652.967153,20.761521,0.000000,1,0.846549,1.187326
0.192025,0.192025,1.000000,-12.565301,140.971774,10.420841,86.713674,28380.056769,-70479.152075,20.761521,0.000000,1,0.846549,1.187509
0.194025,0.194025,1.000000,-12.287019,137.169563,10.592957,85.507354,11156.293481,-152413.260381,20.761521,0.000000,1,0.846549,1.187969
0.196025,0.196025,1.000000,-12.017762,131.994677,10.763176,84.795182,28976.651824,-218638.171423,20.761521,0.000000,1,0.846549,1.188502
0.198025,0.198025,1.000000,-11.759806,125.899872,10.932384,84.472156,48522.859311,-269121.244100,20.761521,0.000000,1,0.846549,1.189283
0.200025,0.200025,1.000000,-11.514782,119.105788,11.101249,84.431179,58586.329424,-303441.424816,20.761521,0.000000,1,0.846549,1.190208
0.202025,0.202025,1.000000,-11.283805,111.851644,11.270227,84.566013,9508.219232,-321923.234900,20.761521,0.000000,1,0.846549,1.191187
0.204025,0.204025,1.000000,-11.067551,104.445093,11.439565,84.773694,48425.659793,-325795.064403,20.761521,0.000000,1,0.846549,1.192253
