t,t_cmd,A_scale,foot_z,foot_vz,body_z,body_vz,Fn_gpu,Fs_spring,rest_len,Lr_dot,contact,Wact_cum_J,Impulse_cum_Ns
0.000000,0.000000,1.175000,-13.500000,0.000000,0.200000,0.000000,3273.563472,-949000.000000,12.761521,0.000000,1,0.000000,0.000001
0.002025,0.002025,1.175000,-13.520772,-19.795236,0.204213,3.952685,0.000000,-807923.860753,12.761521,0.000000,0,0.000000,0.000001
0.004025,0.004025,1.175000,-13.577639,-36.337656,0.215231,6.853491,0.000000,-650018.656400,12.761521,0.000000,0,0.000000,0.000001
0.006025,0.006025,1.175000,-13.664315,-49.614923,0.230958,8.665914,0.000000,-483021.515147,12.761521,0.000000,0,0.000000,0.000001
0.008025,0.008025,1.175000,-13.774146,-59.533359,0.249178,9.358726,0.000000,-315488.128096,12.761521,0.000000,0,0.000000,0.000001
0.010025,0.010025,1.175000,-13.900457,-66.160197,0.267664,8.954339,0.000000,-154926.401078,12.761521,0.000000,0,0.000000,0.000001
0.012025,0.012025,1.175000,-14.036853,-69.700439,0.284286,7.521086,0.000000,-7594.237714,12.761521,0.000000,0,0.000000,0.000001
0.014025,0.014025,1.175000,-14.177464,-70.470498,0.297085,5.164439,0.000000,121621.832884,12.761521,0.000000,0,0.000000,0.000001
0.016025,0.016025,1.175000,-14.317143,-68.870189,0.304347,2.017670,0.000000,229251.918975,12.761521,0.000000,0,0.000000,0.000001
0.018025,0.018025,1.175000,-14.451603,-65.354527,0.304643,-1.767551,0.000000,313219.442089,12.761521,0.000000,0,0.000000,0.000001
0.020025,0.020025,1.175000,-14.577501,-60.406603,0.296858,-6.030192,0.000000,372758.852373,12.761521,0.000000,0,0.000000,0.000001
0.022025,0.022025,1.175000,-14.692464,-54.512614,0.280202,-10.608189,0.000000,408285.422756,12.761521,0.000000,0,0.000000,0.000001
0.024025,0.024025,1.175000,-14.795079,-48.139877,0.254203,-15.345768,0.000000,421228.906980,12.761521,0.000000,0,0.000000,0.000001
0.026025,0.026025,1.175000,-14.884832,-41.718441,0.218690,-20.099579,0.000000,413842.975351,12.761521,0.000000,0,0.000000,0.000001
0.028025,0.028025,1.175000,-14.962018,-35.626655,0.173761,-24.743508,0.000000,389001.925707,12.761521,0.000000,0,0.000000,0.000001
0.030025,0.030025,1.175000,-15.027627,-30.180838,0.119746,-29.172114,0.000000,349995.292135,12.761521,0.000000,0,0.000000,0.000001
0.032025,0.032025,1.175000,-15.083214,-25.628999,0.057165,-33.302726,0.000000,300329.736897,12.761521,0.000000,0,0.000000,0.000001
0.034025,0.034025,1.175000,-15.130758,-22.148383,-0.013325,-37.076265,0.000000,243546.112010,12.761521,0.000000,0,0.000000,0.000001
0.036025,0.036025,1.175000,-15.172523,-19.851911,-0.090967,-40.456910,-21195.844611,183085.313010,12.761521,0.000000,1,0.000000,0.000001
0.038025,0.038025,1.175000,-15.210742,-18.545877,-0.174959,-43.427663,24913.465325,120781.502148,12.761521,0.000000,1,0.000000,0.000282
0.040025,0.040025,1.175000,-15.247142,-18.010963,-0.264468,-45.979929,42914.073876,57865.679845,12.761521,0.000000,1,0.000000,0.001005
